VIN,open_recalls,name,status,nhtsa,date,Description,Safety,remedy
1FTEW1EG8FFB22675,yes,DOORS WILL NOT CLOSE OR OPEN WHILE DRIVING,Recall Incomplete,17S33/17V652,2017-10-16,"ON YOUR VEHICLE, A FROZEN DOOR LATCH, OR A BENT OR KINKED DOOR LATCH ACTUATION CABLE, MAY RESULT IN A DOOR THAT WILL NOT OPEN, WILL NOT CLOSE, OR OPENS WHILE DRIVING CONDITION.","THIS MAY RESULT IN A LATCH THAT MAY NOT FULLY ENGAGE THE DOOR STRIKER WHICH COULD CAUSE THE DOOR TO OPEN WHILE DRIVING, INCREASING THE RISK OF INJURY.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO INSTALL DOOR LATCH WATER SHIELDS AND REPAIR ANY KINKS IN THE LATCH ACTUATION CABLES FREE OF CHARGE (PARTS AND LABOR).
1FTEW1EG8FFB22675,yes,CARPET SHIELDING AND INSULATION REWORK,Recall Incomplete,18S27/18V568,2018-08-31,"IF YOUR VEHICLE IS INVOLVED IN A CRASH, DEPLOYMENT OF THE FRONT SEATBELT PRETENSIONERS MAY CAUSE A FIRE INSIDE THE DRIVER OR PASSENGER SIDE B-PILLAR TRIM (THE OUTBOARD FLOOR AREA NEXT TO THE FRONT SEATS) IN THE VEHICLE PASSENGER COMPARTMENT.",A FIRE IN THE B-PILLAR AREA MAY SPREAD WITHIN THE VEHICLE AND INCREASE THE RISK OF INJURY. YOU MAY NOTICE ODOR AND/OR SMOKE AS THE FIRE DEVELOPS.,"FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO MODIFY THE B-PILLAR INSULATION, REMOVE ELECTRICAL HARNESS TAPE REMNANTS, AND APPLY SHIELDING TO THE CARPET INSULATION AND LOADSPACE TRIM PANEL (ON REGULAR CAB VEHICLES ONLY) FREE OF CHARGE (PARTS AND LABOR)."
1FTEW1EG8FFB22675,yes,BRAKE MASTER CYLINDER REPLACEMENT,Recall Incomplete,20S31/20V332,2020-06-08,"ON YOUR VEHICLE, THE BRAKE MASTER CYLINDER MAY ALLOW BRAKE FLUID TO LEAK INTO THE BRAKE BOOSTER. IF THE BRAKE FLUID RESERVOIR IS DEPLETED BELOW A PRE-DETERMINED LEVEL, YOU WILL BE ALERTED THAT BRAKE SYSTEM SERVICE IS REQUIRED BY A COMBINATION OF THE FOLLOWING: AN AUDIBLE CHIME. A FULL SCREEN MESSAGE CENTER ALERT. ILLUMINATION OF THE RED BRAKE WARNING INDICATOR (SHOWN TO THE LEFT). IF THE BRAKE FLUID RESERVOIR IS DEPLETED THROUGH CONTINUED VEHICLE OPERATION, YOU MAY EXPERIENCE A CHANGE IN BRAKE PEDAL TRAVEL AND FEEL, AND INCREASED PEDAL EFFORT. IF A LOSS OF BRAKE FLUID IS SUBSTANTIAL, IT CAN REDUCE BRAKE FUNCTION IN THE FRONT WHEELS. BRAKE FUNCTION IN THE REAR WHEELS IS UNAFFECTED BY THIS CONDITION.","REDUCED BRAKE FUNCTION IN THE FRONT WHEELS CAN EXTEND STOPPING DISTANCE, INCREASING THE RISK OF A CRASH.","PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLES. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE YOUR VEHICLES BRAKE MASTER CYLINDER, AND IF THE BRAKE MASTER CYLINDER IS LEAKING, ALSO REPLACE THE BRAKE BOOSTER, FREE OF CHARGE (PARTS AND LABOR)."
1FTEW1EG8HKE54626,no,,,,,,,
1FTEW1EG9KFD04797,no,,,,,,,
1FTEW1EG9LFA91576,no,,,,,,,
1FTEW1EP2GKF86134,yes,CARPET SHIELDING AND INSULATION REWORK,Recall Incomplete,18S27/18V568,2018-08-31,"IF YOUR VEHICLE IS INVOLVED IN A CRASH, DEPLOYMENT OF THE FRONT SEATBELT PRETENSIONERS MAY CAUSE A FIRE INSIDE THE DRIVER OR PASSENGER SIDE B-PILLAR TRIM (THE OUTBOARD FLOOR AREA NEXT TO THE FRONT SEATS) IN THE VEHICLE PASSENGER COMPARTMENT.",A FIRE IN THE B-PILLAR AREA MAY SPREAD WITHIN THE VEHICLE AND INCREASE THE RISK OF INJURY. YOU MAY NOTICE ODOR AND/OR SMOKE AS THE FIRE DEVELOPS.,"FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO MODIFY THE B-PILLAR INSULATION, REMOVE ELECTRICAL HARNESS TAPE REMNANTS, AND APPLY SHIELDING TO THE CARPET INSULATION AND LOADSPACE TRIM PANEL (ON REGULAR CAB VEHICLES ONLY) FREE OF CHARGE (PARTS AND LABOR)."
1FTEW1EP2GKF86134,yes,DOORS WILL NOT CLOSE OR OPEN WHILE DRIVING,Recall Incomplete,17S33/17V652,2017-10-16,"ON YOUR VEHICLE, A FROZEN DOOR LATCH, OR A BENT OR KINKED DOOR LATCH ACTUATION CABLE, MAY RESULT IN A DOOR THAT WILL NOT OPEN, WILL NOT CLOSE, OR OPENS WHILE DRIVING CONDITION.","THIS MAY RESULT IN A LATCH THAT MAY NOT FULLY ENGAGE THE DOOR STRIKER WHICH COULD CAUSE THE DOOR TO OPEN WHILE DRIVING, INCREASING THE RISK OF INJURY.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO INSTALL DOOR LATCH WATER SHIELDS AND REPAIR ANY KINKS IN THE LATCH ACTUATION CABLES FREE OF CHARGE (PARTS AND LABOR).
1FTEW1EP4MKD24496,yes,WINDSHIELD WIPER MOTOR REPLACEMENT,Recall Incomplete,22S71/22V842,2023-01-09,"ON YOUR VEHICLE, THE WINDSHIELD WIPER MOTOR MAY BECOME INOPERATIVE, OR CAUSE THE WIPERS TO OPERATE ERRATICALLY AND OR STOP WORKING.","AN INOPERATIVE WIPER MOTOR HAS THE POTENTIAL FOR REDUCED VISIBILITY OR LOSS OF VISIBILITY IN CERTAIN CONDITIONS, INCREASING THE RISK OF A CRASH.","FORD MOTOR COMPANY IS WORKING CLOSELY WITH ITS SUPPLIERS TO PRODUCE PARTS FOR THIS REPAIR. WHEN PARTS BECOME AVAILABLE, FORD MOTOR COMPANY WILL NOTIFY YOU VIA MAIL TO SCHEDULE A SERVICE APPOINTMENT WITH YOUR DEALER FOR THE REPLACEMENT OF THE FRONT WINDSHIELD WIPER MOTOR, FREE OF CHARGE - PARTS AND LABOR. PARTS ARE ANTICIPATED TO BE AVAILABLE IN THE THIRD QUARTER OF 2023. IF A CONCERN OCCURS WITH THE WINDSHIELD WIPERS BEFORE THIS TIME, PLEASE CONTACT YOUR DEALER FOR FURTHER ASSISTANCE."
1FTEW1EP6HFB64927,no,,,,,,,
1FTEW1EP7MKD92548,yes,WINDSHIELD WIPER MOTOR REPLACEMENT,Recall Incomplete,22S71/22V842,2023-01-09,"ON YOUR VEHICLE, THE WINDSHIELD WIPER MOTOR MAY BECOME INOPERATIVE, OR CAUSE THE WIPERS TO OPERATE ERRATICALLY AND OR STOP WORKING.","AN INOPERATIVE WIPER MOTOR HAS THE POTENTIAL FOR REDUCED VISIBILITY OR LOSS OF VISIBILITY IN CERTAIN CONDITIONS, INCREASING THE RISK OF A CRASH.","FORD MOTOR COMPANY IS WORKING CLOSELY WITH ITS SUPPLIERS TO PRODUCE PARTS FOR THIS REPAIR. WHEN PARTS BECOME AVAILABLE, FORD MOTOR COMPANY WILL NOTIFY YOU VIA MAIL TO SCHEDULE A SERVICE APPOINTMENT WITH YOUR DEALER FOR THE REPLACEMENT OF THE FRONT WINDSHIELD WIPER MOTOR, FREE OF CHARGE - PARTS AND LABOR. PARTS ARE ANTICIPATED TO BE AVAILABLE IN THE THIRD QUARTER OF 2023. IF A CONCERN OCCURS WITH THE WINDSHIELD WIPERS BEFORE THIS TIME, PLEASE CONTACT YOUR DEALER FOR FURTHER ASSISTANCE."
1FTEW1EPXJKE34562,no,,,,,,,
1FTEW1EPXKFB21912,no,,,,,,,
1FTEX14HXNKb90179,invalid_vin,,,,,,,
1FTEX14NXNKB30652,invalid_vin,,,,,,,
1FTEX15F7EKA01002,invalid_vin,,,,,,,
1FTEX15N2PKA95526,invalid_vin,,,,,,,
1FTEX15N8NKA86665,invalid_vin,,,,,,,
1FTEX1CM8BFB75540,no,,,,,,,
1FTEX1E81AFA35053,no,,,,,,,
1FTEX1EB4JKF85463,no,,,,,,,
1FTEX1EM6EFC29662,no,,,,,,,
1FTEX1EM7DKF43729,no,,,,,,,
1FTEX1EP3JKD14938,no,,,,,,,
1FTEX1EP4MKE09240,yes,WINDSHIELD WIPER MOTOR REPLACEMENT,Recall Incomplete,22S71/22V842,2023-01-09,"ON YOUR VEHICLE, THE WINDSHIELD WIPER MOTOR MAY BECOME INOPERATIVE, OR CAUSE THE WIPERS TO OPERATE ERRATICALLY AND OR STOP WORKING.","AN INOPERATIVE WIPER MOTOR HAS THE POTENTIAL FOR REDUCED VISIBILITY OR LOSS OF VISIBILITY IN CERTAIN CONDITIONS, INCREASING THE RISK OF A CRASH.","FORD MOTOR COMPANY IS WORKING CLOSELY WITH ITS SUPPLIERS TO PRODUCE PARTS FOR THIS REPAIR. WHEN PARTS BECOME AVAILABLE, FORD MOTOR COMPANY WILL NOTIFY YOU VIA MAIL TO SCHEDULE A SERVICE APPOINTMENT WITH YOUR DEALER FOR THE REPLACEMENT OF THE FRONT WINDSHIELD WIPER MOTOR, FREE OF CHARGE - PARTS AND LABOR. PARTS ARE ANTICIPATED TO BE AVAILABLE IN THE THIRD QUARTER OF 2023. IF A CONCERN OCCURS WITH THE WINDSHIELD WIPERS BEFORE THIS TIME, PLEASE CONTACT YOUR DEALER FOR FURTHER ASSISTANCE."
1FTEX1EV6AFA63985,yes,DOOR HANDLE REINFORCEMENT,Recall Incomplete,11S15/11V049000,2011-02-01,"FORD IS RECALLING CERTAIN MODEL YEAR 2009 AND 2010 F-150 VEHICLES MANUFACTURED FROM JANUARY 18, 2008, THROUGH NOVEMBER 30, 2009. THE INTERIOR DOOR HANDLE HOUSING EMBOSSMENT RETAINING THE INTERIOR DOOR HANDLE SPRING MAY FRACTURE DURING NORMAL USAGE RESULTING IN INSUFFICIENT SPRING FORCE TO RETURN THE HANDLE TO THE FULLY STOWED POSITION.","IN THE EVENT OF A SIDE IMPACT CRASH, THE DOOR HANDLE SPRING CAN FAIL CAUSING THE DOOR LATCH TO OPEN.","OWNERS WILL BE INITIALLY NOTIFIED AND INSTRUCTED TO TAKE THEIR VEHICLES TO A FORD OR LINCOLN/MERCURY DEALER IF ANY INTERIOR DOOR HANDLE IS LOOSE OR FAILS TO RETURN TO THE STOWED POSITION AFTER ACTIVATION FOR REPLACEMENT OF THE AFFECT MODULE. ONCE PARTS BECOME AVAILABLE, OWNERS WILL BE RENOTIFIED AND INSTRUCTED TO TAKE THEIR VEHICLES TO A FORD OR LINCOLN/MERCURY DEALER FOR INSPECTION OF EACH INTERIOR DOOR HANDLE. DEPENDING ON THE RESULTS OF THE INSPECTION, THE DEALER WILL EITHER ADD A SPRING EMBOSSMENT REINFORCEMENT OR REPLACE THE INTERIOR DOOR HANDLE MODULE FREE OF CHARGE. THE SAFETY RECALL BEGAN ON FEBRUARY 10, 2011. OWNERS MAY CONTACT FORD AT 1-866-436-7332."
1FTEw1c88HFB68487,no,,,,,,,
1FTFW1C66DFA34638,yes,6R80 SUDDEN TRANSMISSION DOWNSHIFT POWERTRAIN CONTROL MODULE PROGRAMMING,Recall Incomplete,19S07/19V075,2019-02-12,"ON YOUR VEHICLE, AN INTERMITTENT FAILURE OF THE OUTPUT SPEED SENSOR (OSS) IN THE TRANSMISSION MAY RESULT IN AN UNINTENDED DOWNSHIFT TO FIRST GEAR.","AN UNINTENDED DOWNSHIFT INTO FIRST GEAR CAN CAUSE AN ABRUPT WHEEL SPEED REDUCTION, WHICH COULD CAUSE THE REAR TIRES TO SLIDE UNTIL THE VEHICLE SPEED SLOWS DOWN. THIS CONDITION COULD RESULT IN A LOSS OF VEHICLE CONTROL, INCREASING THE RISK OF A CRASH.","FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPROGRAM THE POWERTRAIN CONTROL MODULE WITH SOFTWARE THAT WILL PREVENT AN UNINTENDED DOWNSHIFT INTO FIRST GEAR IN THE EVENT OF AN INTERMITTENT OSS FAILURE. THIS SERVICE WILL BE PERFORMED FREE OF CHARGE (PARTS AND LABOR). F-150 3.5L, 5.0L, AND 6.2L VEHICLES: FORD MOTOR COMPANY IS WORKING AS QUICKLY AS POSSIBLE TO DEVELOP THE SOFTWARE FOR THIS REPAIR. WHEN THE SOFTWARE BECOME AVAILABLE, FORD MOTOR COMPANY WILL NOTIFY YOU VIA MAIL TO SCHEDULE A SERVICE APPOINTMENT WITH YOUR DEALER FOR REPAIRS TO BE COMPLETED FREE OF CHARGE (PARTS AND LABOR). THE SOFTWARE IS ANTICIPATED TO BE AVAILABLE BY LATE 2ND QUARTER, 2019."
1FTFW1CF3EKE78973,no,,,,,,,
1FTFW1CF8CFC39439,no,,,,,,,
1FTFW1CT0DFC20469,no,,,,,,,
1FTFW1CT1BFB95949,no,,,,,,,
1FTFW1CT9EFA23706,no,,,,,,,
1FTFW1CV2AFB33685,no,,,,,,,
1FTFW1CV3AFC34041,no,,,,,,,
1FTFW1E53JKC55315,no,,,,,,,
1FTFW1E53JKC57565,no,,,,,,,
1FTFW1E54JKE18960,no,,,,,,,
1FTFW1E54MFC10378,yes,BOTH FRONT WIPER ARM REPLACEMENT,Recall Incomplete,22S26/22V250,2022-04-14,"ON YOUR VEHICLE, IT MAY BE POSSIBLE FOR THE VEHICLE WIPER ARMS TO PERFORM ERRATICALLY. THIS CONDITION CAN POTENTIALLY LEAD TO A WIPER ARM THAT BECOMES INOPERABLE AND OR SEPARATED FROM THE VEHICLE, WHICH CAN RESULT IN REDUCED VISIBILITY IN CERTAIN CONDITIONS.",A WIPER ARM THAT BECOMES INOPERABLE ANDOR SEPARATED FROM THE VEHICLE CAN RESULT IN REDUCED VISIBILITY IN CERTAIN CONDITIONS,"FORD MOTOR COMPANY IS WORKING CLOSELY WITH ITS SUPPLIERS TO PRODUCE PARTS FOR THIS REPAIR. WHEN PARTS BECOME AVAILABLE, FORD MOTOR COMPANY WILL NOTIFY YOU VIA MAIL TO SCHEDULE A SERVICE APPOINTMENT WITH YOUR DEALER FOR REPAIRS TO BE COMPLETED FREE OF CHARGE PARTS AND LABOR. PARTS ARE ANTICIPATED TO BE AVAILABLE IN SMALL QUANTITIES 4 QUARTER 2022."
1FTFW1E56MFA78191,yes,WIPER MOTOR INOPERATIVE,Recall Incomplete,22S12/22V-142,2022-03-14,"IN SOME OF THE AFFECTED VEHICLES, THE WIPER MOTOR MAY BECOME INOPERATIVE, OR CAUSE THE WIPERS TO OPERATE INCORRECTLY OR ERRATICALLY.","AN INOPERATIVE WIPER MOTOR HAS THE POTENTIAL FOR REDUCED VISIBILITY OR LOSS OF VISIBILITY IN CERTAIN CONDITIONS, INCREASING THE RISK OF A CRASH.","FORD MOTOR COMPANY IS WORKING CLOSELY WITH ITS SUPPLIERS TO PRODUCE PARTS FOR THIS REPAIR. WHEN PARTS BECOME AVAILABLE, FORD MOTOR COMPANY WILL NOTIFY YOU VIA MAIL TO SCHEDULE A SERVICE APPOINTMENT WITH YOUR DEALER FOR REPAIRS TO BE COMPLETED FREE OF CHARGE PARTS AND LABOR. PARTS ARE ANTICIPATED TO BE AVAILABLE IN QUARTER 3 OF 2023."
1FTFW1E56MFA78191,yes,REPROGRAM INTEGRATED TRAILER RELAY MODULE,Recall Incomplete,22S17/22v193,2022-03-25,THE TRAILER BRAKE CONTROLLER ON YOUR VEHICLE MAY NOT PROPERLY APPLY THE TRAILER BRAKES WHEN TOWING A TRAILER EQUIPPED WITH AN ELECTRIC OR ELECTRIC-OVER-HYDRAULIC BRAKE SYSTEM.,"THIS MAY RESULT IN NO TRAILER BRAKE FUNCTION WHILE DRIVING, LOSS OF TRAILER BRAKES, AND EXTENDED STOPPING DISTANCES POSSIBLY RESULTING IN A CRASH.",FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPROGRAM THE TRAILER BRAKE CONTROLLER FREE OF CHARGE PARTS AND LABOR.
1FTFW1E56MFA78191,yes,LOOSE/SAGGING UNDERBODY INSULATORS,Recall Incomplete,21S56/21V986,2021-12-16,"ON YOUR VEHICLE, UNDERBODY INSULATORS MAY LOOSEN AND CONTACT THE ALUMINUM DRIVESHAFT, RESULTING IN MARKING OR SCORING OF THE DRIVESHAFT. CONTINUED CONTACT MAY RESULT IN DRIVESHAFT FRACTURE.","A FRACTURED DRIVESHAFT POSES THE RISKS OF LOSS OF MOTIVE POWER WHILE DRIVING, UNINTENDED VEHICLE MOVEMENT WHILE THE VEHICLE IS IN PARK IF THE PARKING BRAKE IS NOT APPLIED, AND SECONDARY DAMAGE TO SURROUNDING COMPONENTS. A FRACTURED DRIVESHAFT MAY ALSO CONTACT THE GROUND WHICH MAY CAUSE LOSS OF CONTROL OF THE VEHICLE WHILE DRIVING. A FRACTURED DRIVESHAFT INCREASES THE RISK OF INJURY OR CRASH.","FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO SECURE THE UNDERBODY INSULATORS, AND INSPECT THE DRIVESHAFT, FUEL VAPOR LINES AND ELECTRICAL CONNECTORS FOR DAMAGE AND REPAIR AS NECESSARY FREE OF CHARGE PARTS AND LABOR."
1FTFW1E58KKD61132,no,,,,,,,
1FTFW1E59JKF24675,no,,,,,,,
1FTFW1E80MFA90296,yes,WIPER MOTOR INOPERATIVE,Recall Incomplete,22S12/22V-142,2022-03-14,"IN SOME OF THE AFFECTED VEHICLES, THE WIPER MOTOR MAY BECOME INOPERATIVE, OR CAUSE THE WIPERS TO OPERATE INCORRECTLY OR ERRATICALLY.","AN INOPERATIVE WIPER MOTOR HAS THE POTENTIAL FOR REDUCED VISIBILITY OR LOSS OF VISIBILITY IN CERTAIN CONDITIONS, INCREASING THE RISK OF A CRASH.","FORD MOTOR COMPANY IS WORKING CLOSELY WITH ITS SUPPLIERS TO PRODUCE PARTS FOR THIS REPAIR. WHEN PARTS BECOME AVAILABLE, FORD MOTOR COMPANY WILL NOTIFY YOU VIA MAIL TO SCHEDULE A SERVICE APPOINTMENT WITH YOUR DEALER FOR REPAIRS TO BE COMPLETED FREE OF CHARGE PARTS AND LABOR. PARTS ARE ANTICIPATED TO BE AVAILABLE IN QUARTER 3 OF 2023."
1FTFW1E81MKD73104,yes,WIPER MOTOR INOPERATIVE,Recall Incomplete,22S12/22V-142,2022-03-14,"IN SOME OF THE AFFECTED VEHICLES, THE WIPER MOTOR MAY BECOME INOPERATIVE, OR CAUSE THE WIPERS TO OPERATE INCORRECTLY OR ERRATICALLY.","AN INOPERATIVE WIPER MOTOR HAS THE POTENTIAL FOR REDUCED VISIBILITY OR LOSS OF VISIBILITY IN CERTAIN CONDITIONS, INCREASING THE RISK OF A CRASH.","FORD MOTOR COMPANY IS WORKING CLOSELY WITH ITS SUPPLIERS TO PRODUCE PARTS FOR THIS REPAIR. WHEN PARTS BECOME AVAILABLE, FORD MOTOR COMPANY WILL NOTIFY YOU VIA MAIL TO SCHEDULE A SERVICE APPOINTMENT WITH YOUR DEALER FOR REPAIRS TO BE COMPLETED FREE OF CHARGE PARTS AND LABOR. PARTS ARE ANTICIPATED TO BE AVAILABLE IN QUARTER 3 OF 2023."
1FTFW1E81MKD73104,yes,LOOSE/SAGGING UNDERBODY INSULATORS,Recall Incomplete,21S56/21V986,2021-12-16,"ON YOUR VEHICLE, UNDERBODY INSULATORS MAY LOOSEN AND CONTACT THE ALUMINUM DRIVESHAFT, RESULTING IN MARKING OR SCORING OF THE DRIVESHAFT. CONTINUED CONTACT MAY RESULT IN DRIVESHAFT FRACTURE.","A FRACTURED DRIVESHAFT POSES THE RISKS OF LOSS OF MOTIVE POWER WHILE DRIVING, UNINTENDED VEHICLE MOVEMENT WHILE THE VEHICLE IS IN PARK IF THE PARKING BRAKE IS NOT APPLIED, AND SECONDARY DAMAGE TO SURROUNDING COMPONENTS. A FRACTURED DRIVESHAFT MAY ALSO CONTACT THE GROUND WHICH MAY CAUSE LOSS OF CONTROL OF THE VEHICLE WHILE DRIVING. A FRACTURED DRIVESHAFT INCREASES THE RISK OF INJURY OR CRASH.","FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO SECURE THE UNDERBODY INSULATORS, AND INSPECT THE DRIVESHAFT, FUEL VAPOR LINES AND ELECTRICAL CONNECTORS FOR DAMAGE AND REPAIR AS NECESSARY FREE OF CHARGE PARTS AND LABOR."
1FTFW1EF0HFA15683,no,,,,,,,
1FTFW1EF1DFA30493,yes,6R80 SUDDEN TRANSMISSION DOWNSHIFT POWERTRAIN CONTROL MODULE PROGRAMMING,Recall Incomplete,19S07/19V075,2019-02-12,"ON YOUR VEHICLE, AN INTERMITTENT FAILURE OF THE OUTPUT SPEED SENSOR (OSS) IN THE TRANSMISSION MAY RESULT IN AN UNINTENDED DOWNSHIFT TO FIRST GEAR.","AN UNINTENDED DOWNSHIFT INTO FIRST GEAR CAN CAUSE AN ABRUPT WHEEL SPEED REDUCTION, WHICH COULD CAUSE THE REAR TIRES TO SLIDE UNTIL THE VEHICLE SPEED SLOWS DOWN. THIS CONDITION COULD RESULT IN A LOSS OF VEHICLE CONTROL, INCREASING THE RISK OF A CRASH.","FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPROGRAM THE POWERTRAIN CONTROL MODULE WITH SOFTWARE THAT WILL PREVENT AN UNINTENDED DOWNSHIFT INTO FIRST GEAR IN THE EVENT OF AN INTERMITTENT OSS FAILURE. THIS SERVICE WILL BE PERFORMED FREE OF CHARGE (PARTS AND LABOR). F-150 3.5L, 5.0L, AND 6.2L VEHICLES: FORD MOTOR COMPANY IS WORKING AS QUICKLY AS POSSIBLE TO DEVELOP THE SOFTWARE FOR THIS REPAIR. WHEN THE SOFTWARE BECOME AVAILABLE, FORD MOTOR COMPANY WILL NOTIFY YOU VIA MAIL TO SCHEDULE A SERVICE APPOINTMENT WITH YOUR DEALER FOR REPAIRS TO BE COMPLETED FREE OF CHARGE (PARTS AND LABOR). THE SOFTWARE IS ANTICIPATED TO BE AVAILABLE BY LATE 2ND QUARTER, 2019."
1FTFW1EF2BKD05115,yes,6R80 SUDDEN TRANSMISSION DOWNSHIFT POWERTRAIN CONTROL MODULE PROGRAMMING,Recall Incomplete,19S07/19V075,2019-02-12,"ON YOUR VEHICLE, AN INTERMITTENT FAILURE OF THE OUTPUT SPEED SENSOR (OSS) IN THE TRANSMISSION MAY RESULT IN AN UNINTENDED DOWNSHIFT TO FIRST GEAR.","AN UNINTENDED DOWNSHIFT INTO FIRST GEAR CAN CAUSE AN ABRUPT WHEEL SPEED REDUCTION, WHICH COULD CAUSE THE REAR TIRES TO SLIDE UNTIL THE VEHICLE SPEED SLOWS DOWN. THIS CONDITION COULD RESULT IN A LOSS OF VEHICLE CONTROL, INCREASING THE RISK OF A CRASH.","FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPROGRAM THE POWERTRAIN CONTROL MODULE WITH SOFTWARE THAT WILL PREVENT AN UNINTENDED DOWNSHIFT INTO FIRST GEAR IN THE EVENT OF AN INTERMITTENT OSS FAILURE. THIS SERVICE WILL BE PERFORMED FREE OF CHARGE (PARTS AND LABOR). F-150 3.5L, 5.0L, AND 6.2L VEHICLES: FORD MOTOR COMPANY IS WORKING AS QUICKLY AS POSSIBLE TO DEVELOP THE SOFTWARE FOR THIS REPAIR. WHEN THE SOFTWARE BECOME AVAILABLE, FORD MOTOR COMPANY WILL NOTIFY YOU VIA MAIL TO SCHEDULE A SERVICE APPOINTMENT WITH YOUR DEALER FOR REPAIRS TO BE COMPLETED FREE OF CHARGE (PARTS AND LABOR). THE SOFTWARE IS ANTICIPATED TO BE AVAILABLE BY LATE 2ND QUARTER, 2019."
1FTFW1EF3DFD04700,no,,,,,,,
1FTFW1EF4BKD01020,yes,6R80 SUDDEN TRANSMISSION DOWNSHIFT POWERTRAIN CONTROL MODULE PROGRAMMING,Recall Incomplete,19S07/19V075,2019-02-12,"ON YOUR VEHICLE, AN INTERMITTENT FAILURE OF THE OUTPUT SPEED SENSOR (OSS) IN THE TRANSMISSION MAY RESULT IN AN UNINTENDED DOWNSHIFT TO FIRST GEAR.","AN UNINTENDED DOWNSHIFT INTO FIRST GEAR CAN CAUSE AN ABRUPT WHEEL SPEED REDUCTION, WHICH COULD CAUSE THE REAR TIRES TO SLIDE UNTIL THE VEHICLE SPEED SLOWS DOWN. THIS CONDITION COULD RESULT IN A LOSS OF VEHICLE CONTROL, INCREASING THE RISK OF A CRASH.","FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPROGRAM THE POWERTRAIN CONTROL MODULE WITH SOFTWARE THAT WILL PREVENT AN UNINTENDED DOWNSHIFT INTO FIRST GEAR IN THE EVENT OF AN INTERMITTENT OSS FAILURE. THIS SERVICE WILL BE PERFORMED FREE OF CHARGE (PARTS AND LABOR). F-150 3.5L, 5.0L, AND 6.2L VEHICLES: FORD MOTOR COMPANY IS WORKING AS QUICKLY AS POSSIBLE TO DEVELOP THE SOFTWARE FOR THIS REPAIR. WHEN THE SOFTWARE BECOME AVAILABLE, FORD MOTOR COMPANY WILL NOTIFY YOU VIA MAIL TO SCHEDULE A SERVICE APPOINTMENT WITH YOUR DEALER FOR REPAIRS TO BE COMPLETED FREE OF CHARGE (PARTS AND LABOR). THE SOFTWARE IS ANTICIPATED TO BE AVAILABLE BY LATE 2ND QUARTER, 2019."
1FTFW1EF4DKE01783,yes,6R80 SUDDEN TRANSMISSION DOWNSHIFT POWERTRAIN CONTROL MODULE PROGRAMMING,Recall Incomplete,19S07/19V075,2019-02-12,"ON YOUR VEHICLE, AN INTERMITTENT FAILURE OF THE OUTPUT SPEED SENSOR (OSS) IN THE TRANSMISSION MAY RESULT IN AN UNINTENDED DOWNSHIFT TO FIRST GEAR.","AN UNINTENDED DOWNSHIFT INTO FIRST GEAR CAN CAUSE AN ABRUPT WHEEL SPEED REDUCTION, WHICH COULD CAUSE THE REAR TIRES TO SLIDE UNTIL THE VEHICLE SPEED SLOWS DOWN. THIS CONDITION COULD RESULT IN A LOSS OF VEHICLE CONTROL, INCREASING THE RISK OF A CRASH.","FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPROGRAM THE POWERTRAIN CONTROL MODULE WITH SOFTWARE THAT WILL PREVENT AN UNINTENDED DOWNSHIFT INTO FIRST GEAR IN THE EVENT OF AN INTERMITTENT OSS FAILURE. THIS SERVICE WILL BE PERFORMED FREE OF CHARGE (PARTS AND LABOR). F-150 3.5L, 5.0L, AND 6.2L VEHICLES: FORD MOTOR COMPANY IS WORKING AS QUICKLY AS POSSIBLE TO DEVELOP THE SOFTWARE FOR THIS REPAIR. WHEN THE SOFTWARE BECOME AVAILABLE, FORD MOTOR COMPANY WILL NOTIFY YOU VIA MAIL TO SCHEDULE A SERVICE APPOINTMENT WITH YOUR DEALER FOR REPAIRS TO BE COMPLETED FREE OF CHARGE (PARTS AND LABOR). THE SOFTWARE IS ANTICIPATED TO BE AVAILABLE BY LATE 2ND QUARTER, 2019."
1FTFW1EF4DKE73776,no,,,,,,,
1FTFW1EF5BFA32177,no,,,,,,,
