VIN,open_recalls,Name,Status,nhtsa,Date,Description,safety,Repair_description,Unnamed: 9
,,,,,,,,,
1GNEC13K8SJ387546,yes,WINDSHIELD WIPER MOTOR FAILURES,incomplete,98V150,1998-07-01,,,,
,,,,,,,,,
1GNEC13K9SJ396921,yes,WINDSHIELD WIPER MOTOR FAILURES,incomplete,98V150,1998-07-01,,,,
,,,,,,,,,
1GNEC13R4XJ339000,no,,,,,,,,
,,,,,,,,,
1GNEC13R6XJ509647,no,,,,,,,,
,,,,,,,,,
1GNEC13R6XJ553907,no,,,,,,,,
,,,,,,,,,
1GNEC13T11R106860,no,REARWARD FOLDING HEAD RESTRAINTS PINCH POINT,complete,02V253,2002-09-17,"Certain sport utility vehicles equipped with rearward folding head restraints on the second row seats, two potential pinch points exist on each of the folding head restraints when the restraints are folded rearward as the seatback is folded down.","If a person were to insert their finger(s) into the pinch point when the head restraint folds, it could trap and pinch the finger(s) causing injury.",Dealers will install protective covers over the pinch points free of charge.,
,,,,,,,,,
1GNEC13T21R227039,yes,REARWARD FOLDING HEAD RESTRAINTS PINCH POINT,incomplete,02V253,2002-09-17,"Certain sport utility vehicles equipped with rearward folding head restraints on the second row seats, two potential pinch points exist on each of the folding head restraints when the restraints are folded rearward as the seatback is folded down.","If a person were to insert their finger(s) into the pinch point when the head restraint folds, it could trap and pinch the finger(s) causing injury.",Dealers will install protective covers over the pinch points free of charge.,
,,,,,,,,,
1GNEC13T35R149859,no,CHILD RESTRAINT ANCHORAGE SYSTEM OWNER MANUAL UPDATE,complete,,,,,,
,,,,,,,,,
1GNEC13T45J246051,no,,,,,,,,
,,,,,,,,,
1GNEC13T71R114719,yes,REARWARD FOLDING HEAD RESTRAINTS PINCH POINT,incomplete,02V253,2002-09-17,"Certain sport utility vehicles equipped with rearward folding head restraints on the second row seats, two potential pinch points exist on each of the folding head restraints when the restraints are folded rearward as the seatback is folded down.","If a person were to insert their finger(s) into the pinch point when the head restraint folds, it could trap and pinch the finger(s) causing injury.",Dealers will install protective covers over the pinch points free of charge.,
,,,,,,,,,
1GNEC13T71R114719,no,FRONT WHEEL SPEED SENSOR CORROSION,complete,05V379,2005-08-29,"Certain pickup trucks and sport utility vehicles may experience unwanted antilock brake system (ABS) activation. This condition is more likely to occur in environmentally corrosive areas. This recall will be launched in the ""salt belt"" states of Connecticut, Delaware, Illinois, Indiana, Iowa, Maryland, Massachusetts, Maine, Michigan, Minnesota, Missouri, New Hampshire, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, Vermont, West Virginia, Wisconsin and the District of Columbia only.","This can cause increased stopping distances during low-speed brake applications, which could result in a crash.","Dealers will remove the wheel speed sensor and thoroughly clean the wheel speed sensor mounting surface on the bearing, apply rust inhibitor to the cleaned surface, grease the mounting surface, reinstall the wheel speed sensor, and check the peak-to-peak output voltage to ensure the wheel speed signal is within specifications free of charge.",
,,,,,,,,,
1GNEC13T74R275883,no,SECOND ROW CENTER SAFETY BELT,complete,05V163,2005-04-22,"On certain crew cab pickup trucks and sport utility vehicles, the 2nd row center occupant seat belt routing may make it difficult to position the lap portion of the safety belt low around the hips of occupants, especially smaller occupants, seated in this position. Appropriate use of a child seat or booster seat, as recommended for small children, does improve the fit condition for this user group. In addition to instructions on proper infant and young child restraint (with child seats or boosters), special verbiage for restraining older child is included in the owner's manual. Also, the suggested seat belt fit/routing for adults, irrespective of seating position, is described in the owner's manual text.","A lap portion of the seat belt routing that is not low and snug on the hips can allow the lap belt to ride up on an occupant's abdomen instead of fitting low around their hipbones, and therefore, can expose them to more risk of abdominal and internal organ injury.","Dealers will cut open the guide loop, remove a portion of the loop, and then the remaining two sides should be folded over and secured with a retainer free of charge.",
,,,,,,,,,
1GNEC13T75R178006,no,CHILD RESTRAINT ANCHORAGE SYSTEM OWNER MANUAL UPDATE,complete,,,,,,
,,,,,,,,,
1GNEC13T84R306283,no,SECOND ROW CENTER SAFETY BELT,complete,05V163,2005-04-22,"On certain crew cab pickup trucks and sport utility vehicles, the 2nd row center occupant seat belt routing may make it difficult to position the lap portion of the safety belt low around the hips of occupants, especially smaller occupants, seated in this position. Appropriate use of a child seat or booster seat, as recommended for small children, does improve the fit condition for this user group. In addition to instructions on proper infant and young child restraint (with child seats or boosters), special verbiage for restraining older child is included in the owner's manual. Also, the suggested seat belt fit/routing for adults, irrespective of seating position, is described in the owner's manual text.","A lap portion of the seat belt routing that is not low and snug on the hips can allow the lap belt to ride up on an occupant's abdomen instead of fitting low around their hipbones, and therefore, can expose them to more risk of abdominal and internal organ injury.","Dealers will cut open the guide loop, remove a portion of the loop, and then the remaining two sides should be folded over and secured with a retainer free of charge.",
,,,,,,,,,
1GNEC13TX4R209490,no,SECOND ROW CENTER SAFETY BELT,complete,05V163,2005-04-22,"On certain crew cab pickup trucks and sport utility vehicles, the 2nd row center occupant seat belt routing may make it difficult to position the lap portion of the safety belt low around the hips of occupants, especially smaller occupants, seated in this position. Appropriate use of a child seat or booster seat, as recommended for small children, does improve the fit condition for this user group. In addition to instructions on proper infant and young child restraint (with child seats or boosters), special verbiage for restraining older child is included in the owner's manual. Also, the suggested seat belt fit/routing for adults, irrespective of seating position, is described in the owner's manual text.","A lap portion of the seat belt routing that is not low and snug on the hips can allow the lap belt to ride up on an occupant's abdomen instead of fitting low around their hipbones, and therefore, can expose them to more risk of abdominal and internal organ injury.","Dealers will cut open the guide loop, remove a portion of the loop, and then the remaining two sides should be folded over and secured with a retainer free of charge.",
,,,,,,,,,
1GNEC13V02J328615,no,,,,,,,,
,,,,,,,,,
1GNEC13V42R154081,no,REARWARD FOLDING HEAD RESTRAINTS PINCH POINT,complete,02V253,2002-09-17,"Certain sport utility vehicles equipped with rearward folding head restraints on the second row seats, two potential pinch points exist on each of the folding head restraints when the restraints are folded rearward as the seatback is folded down.","If a person were to insert their finger(s) into the pinch point when the head restraint folds, it could trap and pinch the finger(s) causing injury.",Dealers will install protective covers over the pinch points free of charge.,
,,,,,,,,,
1GNEC13V45J247525,no,,,,,,,,
,,,,,,,,,
1GNEC13V84J307515,no,SECOND ROW CENTER SAFETY BELT,complete,05V163,2005-04-22,"On certain crew cab pickup trucks and sport utility vehicles, the 2nd row center occupant seat belt routing may make it difficult to position the lap portion of the safety belt low around the hips of occupants, especially smaller occupants, seated in this position. Appropriate use of a child seat or booster seat, as recommended for small children, does improve the fit condition for this user group. In addition to instructions on proper infant and young child restraint (with child seats or boosters), special verbiage for restraining older child is included in the owner's manual. Also, the suggested seat belt fit/routing for adults, irrespective of seating position, is described in the owner's manual text.","A lap portion of the seat belt routing that is not low and snug on the hips can allow the lap belt to ride up on an occupant's abdomen instead of fitting low around their hipbones, and therefore, can expose them to more risk of abdominal and internal organ injury.","Dealers will cut open the guide loop, remove a portion of the loop, and then the remaining two sides should be folded over and secured with a retainer free of charge.",
,,,,,,,,,
1GNEC13V84R207514,yes,SECOND ROW CENTER SAFETY BELT,incomplete,05V163,2005-04-22,"On certain crew cab pickup trucks and sport utility vehicles, the 2nd row center occupant seat belt routing may make it difficult to position the lap portion of the safety belt low around the hips of occupants, especially smaller occupants, seated in this position. Appropriate use of a child seat or booster seat, as recommended for small children, does improve the fit condition for this user group. In addition to instructions on proper infant and young child restraint (with child seats or boosters), special verbiage for restraining older child is included in the owner's manual. Also, the suggested seat belt fit/routing for adults, irrespective of seating position, is described in the owner's manual text.","A lap portion of the seat belt routing that is not low and snug on the hips can allow the lap belt to ride up on an occupant's abdomen instead of fitting low around their hipbones, and therefore, can expose them to more risk of abdominal and internal organ injury.","Dealers will cut open the guide loop, remove a portion of the loop, and then the remaining two sides should be folded over and secured with a retainer free of charge.",
,,,,,,,,,
1GNEC13VX3R184803,yes,SECOND ROW CENTER SAFETY BELT,incomplete,05V163,2005-04-22,"On certain crew cab pickup trucks and sport utility vehicles, the 2nd row center occupant seat belt routing may make it difficult to position the lap portion of the safety belt low around the hips of occupants, especially smaller occupants, seated in this position. Appropriate use of a child seat or booster seat, as recommended for small children, does improve the fit condition for this user group. In addition to instructions on proper infant and young child restraint (with child seats or boosters), special verbiage for restraining older child is included in the owner's manual. Also, the suggested seat belt fit/routing for adults, irrespective of seating position, is described in the owner's manual text.","A lap portion of the seat belt routing that is not low and snug on the hips can allow the lap belt to ride up on an occupant's abdomen instead of fitting low around their hipbones, and therefore, can expose them to more risk of abdominal and internal organ injury.","Dealers will cut open the guide loop, remove a portion of the loop, and then the remaining two sides should be folded over and secured with a retainer free of charge.",
,,,,,,,,,
1GNEC13Z02R197223,no,REARWARD FOLDING HEAD RESTRAINTS PINCH POINT,complete,02V253,2002-09-17,"Certain sport utility vehicles equipped with rearward folding head restraints on the second row seats, two potential pinch points exist on each of the folding head restraints when the restraints are folded rearward as the seatback is folded down.","If a person were to insert their finger(s) into the pinch point when the head restraint folds, it could trap and pinch the finger(s) causing injury.",Dealers will install protective covers over the pinch points free of charge.,
,,,,,,,,,
1GNEC13Z13J242248,no,,,,,,,,
,,,,,,,,,
1GNEC13Z23R258055,no,SECOND ROW CENTER SAFETY BELT,complete,05V163,2005-04-22,"On certain crew cab pickup trucks and sport utility vehicles, the 2nd row center occupant seat belt routing may make it difficult to position the lap portion of the safety belt low around the hips of occupants, especially smaller occupants, seated in this position. Appropriate use of a child seat or booster seat, as recommended for small children, does improve the fit condition for this user group. In addition to instructions on proper infant and young child restraint (with child seats or boosters), special verbiage for restraining older child is included in the owner's manual. Also, the suggested seat belt fit/routing for adults, irrespective of seating position, is described in the owner's manual text.","A lap portion of the seat belt routing that is not low and snug on the hips can allow the lap belt to ride up on an occupant's abdomen instead of fitting low around their hipbones, and therefore, can expose them to more risk of abdominal and internal organ injury.","Dealers will cut open the guide loop, remove a portion of the loop, and then the remaining two sides should be folded over and secured with a retainer free of charge.",
,,,,,,,,,
1GNEC13Z32R322375,no,,,,,,,,
,,,,,,,,,
1GNEC13Z33R209401,no,REMOTE KEYLESS ENTRY (RKE) SYSTEM INOPERATIVE,complete,,,,,,
,,,,,,,,,
1GNEC13Z42R255821,no,,,,,,,,
,,,,,,,,,
1GNEC13Z62R217216,no,REARWARD FOLDING HEAD RESTRAINTS PINCH POINT,complete,02V253,2002-09-17,"Certain sport utility vehicles equipped with rearward folding head restraints on the second row seats, two potential pinch points exist on each of the folding head restraints when the restraints are folded rearward as the seatback is folded down.","If a person were to insert their finger(s) into the pinch point when the head restraint folds, it could trap and pinch the finger(s) causing injury.",Dealers will install protective covers over the pinch points free of charge.,
,,,,,,,,,
1GNEC13Z63J241970,no,,,,,,,,
,,,,,,,,,
1GNEC13Z64J114797,no,SECOND ROW CENTER SAFETY BELT,complete,05V163,2005-04-22,"On certain crew cab pickup trucks and sport utility vehicles, the 2nd row center occupant seat belt routing may make it difficult to position the lap portion of the safety belt low around the hips of occupants, especially smaller occupants, seated in this position. Appropriate use of a child seat or booster seat, as recommended for small children, does improve the fit condition for this user group. In addition to instructions on proper infant and young child restraint (with child seats or boosters), special verbiage for restraining older child is included in the owner's manual. Also, the suggested seat belt fit/routing for adults, irrespective of seating position, is described in the owner's manual text.","A lap portion of the seat belt routing that is not low and snug on the hips can allow the lap belt to ride up on an occupant's abdomen instead of fitting low around their hipbones, and therefore, can expose them to more risk of abdominal and internal organ injury.","Dealers will cut open the guide loop, remove a portion of the loop, and then the remaining two sides should be folded over and secured with a retainer free of charge.",
,,,,,,,,,
1GNEC13Z64R122786,no,SECOND ROW CENTER SAFETY BELT,complete,05V163,2005-04-22,"On certain crew cab pickup trucks and sport utility vehicles, the 2nd row center occupant seat belt routing may make it difficult to position the lap portion of the safety belt low around the hips of occupants, especially smaller occupants, seated in this position. Appropriate use of a child seat or booster seat, as recommended for small children, does improve the fit condition for this user group. In addition to instructions on proper infant and young child restraint (with child seats or boosters), special verbiage for restraining older child is included in the owner's manual. Also, the suggested seat belt fit/routing for adults, irrespective of seating position, is described in the owner's manual text.","A lap portion of the seat belt routing that is not low and snug on the hips can allow the lap belt to ride up on an occupant's abdomen instead of fitting low around their hipbones, and therefore, can expose them to more risk of abdominal and internal organ injury.","Dealers will cut open the guide loop, remove a portion of the loop, and then the remaining two sides should be folded over and secured with a retainer free of charge.",
,,,,,,,,,
1GNEC13Z73J266599,no,SECOND ROW CENTER SAFETY BELT,complete,05V163,2005-04-22,"On certain crew cab pickup trucks and sport utility vehicles, the 2nd row center occupant seat belt routing may make it difficult to position the lap portion of the safety belt low around the hips of occupants, especially smaller occupants, seated in this position. Appropriate use of a child seat or booster seat, as recommended for small children, does improve the fit condition for this user group. In addition to instructions on proper infant and young child restraint (with child seats or boosters), special verbiage for restraining older child is included in the owner's manual. Also, the suggested seat belt fit/routing for adults, irrespective of seating position, is described in the owner's manual text.","A lap portion of the seat belt routing that is not low and snug on the hips can allow the lap belt to ride up on an occupant's abdomen instead of fitting low around their hipbones, and therefore, can expose them to more risk of abdominal and internal organ injury.","Dealers will cut open the guide loop, remove a portion of the loop, and then the remaining two sides should be folded over and secured with a retainer free of charge.",
,,,,,,,,,
1GNEC13Z82J255996,no,,,,,,,,
,,,,,,,,,
1GNEC13Z93R156994,no,SECOND ROW CENTER SAFETY BELT,complete,05V163,2005-04-22,"On certain crew cab pickup trucks and sport utility vehicles, the 2nd row center occupant seat belt routing may make it difficult to position the lap portion of the safety belt low around the hips of occupants, especially smaller occupants, seated in this position. Appropriate use of a child seat or booster seat, as recommended for small children, does improve the fit condition for this user group. In addition to instructions on proper infant and young child restraint (with child seats or boosters), special verbiage for restraining older child is included in the owner's manual. Also, the suggested seat belt fit/routing for adults, irrespective of seating position, is described in the owner's manual text.","A lap portion of the seat belt routing that is not low and snug on the hips can allow the lap belt to ride up on an occupant's abdomen instead of fitting low around their hipbones, and therefore, can expose them to more risk of abdominal and internal organ injury.","Dealers will cut open the guide loop, remove a portion of the loop, and then the remaining two sides should be folded over and secured with a retainer free of charge.",
,,,,,,,,,
1GNEC13Z94R155331,no,SECOND ROW CENTER SAFETY BELT,complete,05V163,2005-04-22,"On certain crew cab pickup trucks and sport utility vehicles, the 2nd row center occupant seat belt routing may make it difficult to position the lap portion of the safety belt low around the hips of occupants, especially smaller occupants, seated in this position. Appropriate use of a child seat or booster seat, as recommended for small children, does improve the fit condition for this user group. In addition to instructions on proper infant and young child restraint (with child seats or boosters), special verbiage for restraining older child is included in the owner's manual. Also, the suggested seat belt fit/routing for adults, irrespective of seating position, is described in the owner's manual text.","A lap portion of the seat belt routing that is not low and snug on the hips can allow the lap belt to ride up on an occupant's abdomen instead of fitting low around their hipbones, and therefore, can expose them to more risk of abdominal and internal organ injury.","Dealers will cut open the guide loop, remove a portion of the loop, and then the remaining two sides should be folded over and secured with a retainer free of charge.",
,,,,,,,,,
1GNEC13ZX3J187220,no,SECOND ROW CENTER SAFETY BELT,complete,05V163,2005-04-22,"On certain crew cab pickup trucks and sport utility vehicles, the 2nd row center occupant seat belt routing may make it difficult to position the lap portion of the safety belt low around the hips of occupants, especially smaller occupants, seated in this position. Appropriate use of a child seat or booster seat, as recommended for small children, does improve the fit condition for this user group. In addition to instructions on proper infant and young child restraint (with child seats or boosters), special verbiage for restraining older child is included in the owner's manual. Also, the suggested seat belt fit/routing for adults, irrespective of seating position, is described in the owner's manual text.","A lap portion of the seat belt routing that is not low and snug on the hips can allow the lap belt to ride up on an occupant's abdomen instead of fitting low around their hipbones, and therefore, can expose them to more risk of abdominal and internal organ injury.","Dealers will cut open the guide loop, remove a portion of the loop, and then the remaining two sides should be folded over and secured with a retainer free of charge.",
,,,,,,,,,
1GNEC16K3SJ301779,no,,complete,,,Safety Risk Description,Repair Description,Recall Completed,
,,,,,,,,,
1GNEC16K3SJ301779,no,WINDSHIELD WIPER MOTOR FAILURES,complete,98V150,1998-07-01,,,,
,,,,,,,,,
1GNEC16K9RJ390798,no,BRAKE SWITCH WIRING POLARITY,complete,,,,,,
,,,,,,,,,
1GNEC16Z12J264440,no,,,,,,,,
,,,,,,,,,
1GNEC16Z44J178235,no,SECOND ROW CENTER SAFETY BELT,complete,05V163,2005-04-22,"On certain crew cab pickup trucks and sport utility vehicles, the 2nd row center occupant seat belt routing may make it difficult to position the lap portion of the safety belt low around the hips of occupants, especially smaller occupants, seated in this position. Appropriate use of a child seat or booster seat, as recommended for small children, does improve the fit condition for this user group. In addition to instructions on proper infant and young child restraint (with child seats or boosters), special verbiage for restraining older child is included in the owner's manual. Also, the suggested seat belt fit/routing for adults, irrespective of seating position, is described in the owner's manual text.","A lap portion of the seat belt routing that is not low and snug on the hips can allow the lap belt to ride up on an occupant's abdomen instead of fitting low around their hipbones, and therefore, can expose them to more risk of abdominal and internal organ injury.","Dealers will cut open the guide loop, remove a portion of the loop, and then the remaining two sides should be folded over and secured with a retainer free of charge.",
,,,,,,,,,
1GNEC16Z62J229005,no,,,,,,,,
,,,,,,,,,
1GNEC16Z84R170866,no,SECOND ROW CENTER SAFETY BELT,complete,05V163,2005-04-22,"On certain crew cab pickup trucks and sport utility vehicles, the 2nd row center occupant seat belt routing may make it difficult to position the lap portion of the safety belt low around the hips of occupants, especially smaller occupants, seated in this position. Appropriate use of a child seat or booster seat, as recommended for small children, does improve the fit condition for this user group. In addition to instructions on proper infant and young child restraint (with child seats or boosters), special verbiage for restraining older child is included in the owner's manual. Also, the suggested seat belt fit/routing for adults, irrespective of seating position, is described in the owner's manual text.","A lap portion of the seat belt routing that is not low and snug on the hips can allow the lap belt to ride up on an occupant's abdomen instead of fitting low around their hipbones, and therefore, can expose them to more risk of abdominal and internal organ injury.","Dealers will cut open the guide loop, remove a portion of the loop, and then the remaining two sides should be folded over and secured with a retainer free of charge.",
,,,,,,,,,
1GNEC16Z93J234068,no,SECOND ROW CENTER SAFETY BELT,complete,05V163,2005-04-22,"On certain crew cab pickup trucks and sport utility vehicles, the 2nd row center occupant seat belt routing may make it difficult to position the lap portion of the safety belt low around the hips of occupants, especially smaller occupants, seated in this position. Appropriate use of a child seat or booster seat, as recommended for small children, does improve the fit condition for this user group. In addition to instructions on proper infant and young child restraint (with child seats or boosters), special verbiage for restraining older child is included in the owner's manual. Also, the suggested seat belt fit/routing for adults, irrespective of seating position, is described in the owner's manual text.","A lap portion of the seat belt routing that is not low and snug on the hips can allow the lap belt to ride up on an occupant's abdomen instead of fitting low around their hipbones, and therefore, can expose them to more risk of abdominal and internal organ injury.","Dealers will cut open the guide loop, remove a portion of the loop, and then the remaining two sides should be folded over and secured with a retainer free of charge.",
,,,,,,,,,
1GNEK13KXSJ440993,no,THROTTLE CABLE/DASH MAT CONTACT,complete,,,,,,
,,,,,,,,,
1GNEK13KXSJ440993,no,WINDSHIELD WIPER MOTOR FAILURES,complete,98V150,1998-07-01,,,,
,,,,,,,,,
1GNEK13R0WJ366650,no,,,,,,,,
,,,,,,,,,
1GNEK13R2WJ377956,no,,,,,,,,
,,,,,,,,,
1GNEK13R2XJ417843,yes,FMVSS NECK EXTENSION REQUIREMENTS,incomplete,00V122,2000-04-27,"Light duty pickup trucks and sport utility vehicles. These vehicles do not comply with the occupant protection requirements of FMVSS No. 208, ""Occupant Crash Protection.""","In the event of a vehicle crash, the right front passenger restraint systems may not meet the neck extension requirements.",Dealers will install a tray insert on the top of the passenger side of the instrument panel. The tray insert corrects the noncompliance free of charge.,
,,,,,,,,,
1GNEK13R3YR143295,no,,,,,,,,
,,,,,,,,,
1GNEK13R3YR189208,no,,,,,,,,
,,,,,,,,,
1GNEK13R4XJ387115,yes,FMVSS NECK EXTENSION REQUIREMENTS,incomplete,00V122,2000-04-27,"Light duty pickup trucks and sport utility vehicles. These vehicles do not comply with the occupant protection requirements of FMVSS No. 208, ""Occupant Crash Protection.""","In the event of a vehicle crash, the right front passenger restraint systems may not meet the neck extension requirements.",Dealers will install a tray insert on the top of the passenger side of the instrument panel. The tray insert corrects the noncompliance free of charge.,
,,,,,,,,,
1GNEK13R6VJ419429,no,,,,,,,,
,,,,,,,,,
1GNEK13R7XJ564871,no,,,,,,,,
,,,,,,,,,
1GNEK13R8XJ517056,no,,,,,,,,
,,,,,,,,,
1GNEK13RXYR145397,no,,,,,,,,
,,,,,,,,,
1GNEK13T05R106826,no,SECOND ROW CENTER SAFETY BELT,complete,05V163,2005-04-22,"On certain crew cab pickup trucks and sport utility vehicles, the 2nd row center occupant seat belt routing may make it difficult to position the lap portion of the safety belt low around the hips of occupants, especially smaller occupants, seated in this position. Appropriate use of a child seat or booster seat, as recommended for small children, does improve the fit condition for this user group. In addition to instructions on proper infant and young child restraint (with child seats or boosters), special verbiage for restraining older child is included in the owner's manual. Also, the suggested seat belt fit/routing for adults, irrespective of seating position, is described in the owner's manual text.","A lap portion of the seat belt routing that is not low and snug on the hips can allow the lap belt to ride up on an occupant's abdomen instead of fitting low around their hipbones, and therefore, can expose them to more risk of abdominal and internal organ injury.","Dealers will cut open the guide loop, remove a portion of the loop, and then the remaining two sides should be folded over and secured with a retainer free of charge.",
,,,,,,,,,
1GNEK13T0YJ198927,no,REARWARD FOLDING HEAD RESTRAINTS PINCH POINT,complete,,,"Certain sport utility vehicles equipped with rearward folding head restraints on the second row seats, two potential pinch points exist on each of the folding head restraints when the restraints are folded rearward as the seatback is folded down.","If a person were to insert their finger(s) into the pinch point when the head restraint folds, it could trap and pinch the finger(s) causing injury.",Dealers will install protective covers over the pinch points free of charge.,
,,,,,,,,,
1GNEK13T21J132191,no,REARWARD FOLDING HEAD RESTRAINTS PINCH POINT,complete,02V253,2002-09-17,"Certain sport utility vehicles equipped with rearward folding head restraints on the second row seats, two potential pinch points exist on each of the folding head restraints when the restraints are folded rearward as the seatback is folded down.","If a person were to insert their finger(s) into the pinch point when the head restraint folds, it could trap and pinch the finger(s) causing injury.",Dealers will install protective covers over the pinch points free of charge.,
,,,,,,,,,
1GNEK13T21R173177,no,REARWARD FOLDING HEAD RESTRAINTS PINCH POINT,complete,02V253,2002-09-17,"Certain sport utility vehicles equipped with rearward folding head restraints on the second row seats, two potential pinch points exist on each of the folding head restraints when the restraints are folded rearward as the seatback is folded down.","If a person were to insert their finger(s) into the pinch point when the head restraint folds, it could trap and pinch the finger(s) causing injury.",Dealers will install protective covers over the pinch points free of charge.,
,,,,,,,,,
1GNEK13T2YJ184947,no,REARWARD FOLDING HEAD RESTRAINTS PINCH POINT,complete,02V253,2002-09-17,"Certain sport utility vehicles equipped with rearward folding head restraints on the second row seats, two potential pinch points exist on each of the folding head restraints when the restraints are folded rearward as the seatback is folded down.","If a person were to insert their finger(s) into the pinch point when the head restraint folds, it could trap and pinch the finger(s) causing injury.",Dealers will install protective covers over the pinch points free of charge.,
,,,,,,,,,
1GNEK13T35J218423,no,CHILD RESTRAINT ANCHORAGE SYSTEM OWNER MANUAL UPDATE,complete,,,,,,
,,,,,,,,,
1GNEK13T51R154901,no,REARWARD FOLDING HEAD RESTRAINTS PINCH POINT,complete,02V253,2002-09-17,"Certain sport utility vehicles equipped with rearward folding head restraints on the second row seats, two potential pinch points exist on each of the folding head restraints when the restraints are folded rearward as the seatback is folded down.","If a person were to insert their finger(s) into the pinch point when the head restraint folds, it could trap and pinch the finger(s) causing injury.",Dealers will install protective covers over the pinch points free of charge.,
,,,,,,,,,
1GNEK13T54R140498,no,,,,,,,,
,,,,,,,,,
1GNEK13T5YJ142658,no,FRONT BRAKE PIPE CONTACT WITH BODY CROSS SILL,complete,00V345,2000-10-27,"Light duty pickup trucks and sport utility vehicles. Some of these vehicles have a clearance condition between the front right-hand brake pipe and the body cross sill that could decrease to the point of allowing contact during the life of the vehicle. If contact occurs and the brake pipe becomes damaged, in half of the brake system there can be a loss of brake fluid and pressure. The brake warning lamp will be activated when the brake fluid level reaches the indicator limit.","During braking, the pedal will be lower than normal and stopping distances will be longer. If this occurs when stopping distance is limited, a crash could occur.","Dealers will inspect the front right-hand brake pipe for wear. If there are signs of wear, this section of the brake pipe will be replaced with a new designed brake pipe section. If there are not signs of wear on the brake pipe, the dealer will install a spacer clip to ensure sufficient clearance between the brake pipe and the body cross sill free of charge.",
,,,,,,,,,
1GNEK13T5YJ142658,no,REAR WHEELHOUSE PLUGS LOOSE OR MISSING,complete,00V343,2000-10-25,"Light duty pickup trucks and sport utility vehicles. Some of these vehicles have loose or missing rear wheelhouse plugs. Under certain vehicle operating conditions, exhaust gases can flow forward and accumulate in the rear wheelhouse.","These gases could flow into the passenger compartment if the plug is missing or loose and could cause possible illness, unconsciousness, or death.",Dealers will inspect the vehicle for loose or missing wheelhouse plugs and install new plugs if necessary free of charge.,
,,,,,,,,,
1GNEK13T5YJ142658,no,REARWARD FOLDING HEAD RESTRAINTS PINCH POINT,complete,02V253,2002-09-17,"Certain sport utility vehicles equipped with rearward folding head restraints on the second row seats, two potential pinch points exist on each of the folding head restraints when the restraints are folded rearward as the seatback is folded down.","If a person were to insert their finger(s) into the pinch point when the head restraint folds, it could trap and pinch the finger(s) causing injury.",Dealers will install protective covers over the pinch points free of charge.,
,,,,,,,,,
1GNEK13T66R165798,no,,,,,,,,
,,,,,,,,,
1GNEK13T81R199279,yes,FRONT WHEEL SPEED SENSOR CORROSION,incomplete,05V379,2005-08-29,"Certain pickup trucks and sport utility vehicles may experience unwanted antilock brake system (ABS) activation. This condition is more likely to occur in environmentally corrosive areas. This recall will be launched in the ""salt belt"" states of Connecticut, Delaware, Illinois, Indiana, Iowa, Maryland, Massachusetts, Maine, Michigan, Minnesota, Missouri, New Hampshire, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, Vermont, West Virginia, Wisconsin and the District of Columbia only.","This can cause increased stopping distances during low-speed brake applications, which could result in a crash.","Dealers will remove the wheel speed sensor and thoroughly clean the wheel speed sensor mounting surface on the bearing, apply rust inhibitor to the cleaned surface, grease the mounting surface, reinstall the wheel speed sensor, and check the peak-to-peak output voltage to ensure the wheel speed signal is within specifications free of charge.",
,,,,,,,,,
1GNEK13T81R199279,no,REARWARD FOLDING HEAD RESTRAINTS PINCH POINT,complete,02V253,2002-09-17,"Certain sport utility vehicles equipped with rearward folding head restraints on the second row seats, two potential pinch points exist on each of the folding head restraints when the restraints are folded rearward as the seatback is folded down.","If a person were to insert their finger(s) into the pinch point when the head restraint folds, it could trap and pinch the finger(s) causing injury.",Dealers will install protective covers over the pinch points free of charge.,
,,,,,,,,,
1GNEK13T85R181340,no,CHILD RESTRAINT ANCHORAGE SYSTEM OWNER MANUAL UPDATE,complete,,,,,,
,,,,,,,,,
1GNEK13T94R323239,no,,,,,,,,
,,,,,,,,,
1GNEK13TX5R186927,no,CHILD RESTRAINT ANCHORAGE SYSTEM OWNER MANUAL UPDATE,complete,,,,,,
,,,,,,,,,
1GNEK13TX6J100516,no,,,,,,,,
,,,,,,,,,
1GNEK13TX6J104596,no,,,,,,,,
,,,,,,,,,
1GNEK13Z02R155993,no,FRONT WHEEL SPEED SENSOR CORROSION,complete,05V379,2005-08-29,"Certain pickup trucks and sport utility vehicles may experience unwanted antilock brake system (ABS) activation. This condition is more likely to occur in environmentally corrosive areas. This recall will be launched in the ""salt belt"" states of Connecticut, Delaware, Illinois, Indiana, Iowa, Maryland, Massachusetts, Maine, Michigan, Minnesota, Missouri, New Hampshire, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, Vermont, West Virginia, Wisconsin and the District of Columbia only.","This can cause increased stopping distances during low-speed brake applications, which could result in a crash.","Dealers will remove the wheel speed sensor and thoroughly clean the wheel speed sensor mounting surface on the bearing, apply rust inhibitor to the cleaned surface, grease the mounting surface, reinstall the wheel speed sensor, and check the peak-to-peak output voltage to ensure the wheel speed signal is within specifications free of charge.",
,,,,,,,,,
